instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,month
14360,2012-08-26,3,1,8,12,0,0,0,3,0.72,0.697,0.74,0.3582,225,401,626,8
14361,2012-08-26,3,1,8,13,0,0,0,3,0.66,0.6061,0.78,0.4179,166,375,541,8
14362,2012-08-26,3,1,8,14,0,0,0,1,0.64,0.5758,0.89,0.1045,125,252,377,8
14363,2012-08-26,3,1,8,15,0,0,0,3,0.64,0.5758,0.89,0.2836,132,259,391,8
14364,2012-08-26,3,1,8,16,0,0,0,3,0.64,0.5758,0.89,0.2836,57,116,173,8
14365,2012-08-26,3,1,8,17,0,0,0,1,0.64,0.5758,0.89,0.2239,61,172,233,8
14366,2012-08-26,3,1,8,18,0,0,0,2,0.64,0.5758,0.89,0.0896,77,187,264,8
14367,2012-08-26,3,1,8,19,0,0,0,2,0.64,0.5758,0.89,0.1642,80,212,292,8
14368,2012-08-26,3,1,8,20,0,0,0,1,0.64,0.5758,0.89,0.1642,40,171,211,8
14369,2012-08-26,3,1,8,21,0,0,0,1,0.64,0.5758,0.83,0.1343,26,140,166,8
14370,2012-08-26,3,1,8,22,0,0,0,1,0.62,0.5606,0.88,0.0896,20,94,114,8
14371,2012-08-26,3,1,8,23,0,0,0,1,0.62,0.5758,0.83,0.0896,21,59,80,8
14372,2012-08-27,3,1,8,0,0,1,1,1,0.62,0.5758,0.83,0.0,4,28,32,8
14373,2012-08-27,3,1,8,1,0,1,1,1,0.62,0.5606,0.88,0.0896,3,4,7,8
14374,2012-08-27,3,1,8,2,0,1,1,1,0.62,0.5606,0.88,0.1343,0,8,8,8
14375,2012-08-27,3,1,8,3,0,1,1,1,0.62,0.5606,0.88,0.0896,1,3,4,8
14376,2012-08-27,3,1,8,4,0,1,1,1,0.62,0.5758,0.83,0.0,1,11,12,8
14377,2012-08-27,3,1,8,5,0,1,1,1,0.62,0.5606,0.88,0.0,4,32,36,8
14378,2012-08-27,3,1,8,6,0,1,1,1,0.62,0.5606,0.88,0.0,4,141,145,8
14379,2012-08-27,3,1,8,7,0,1,1,1,0.66,0.6061,0.83,0.0,15,418,433,8
14380,2012-08-27,3,1,8,8,0,1,1,1,0.66,0.6061,0.83,0.0896,29,670,699,8
14381,2012-08-27,3,1,8,9,0,1,1,1,0.66,0.6061,0.83,0.1045,40,302,342,8
14382,2012-08-27,3,1,8,10,0,1,1,1,0.72,0.697,0.74,0.1343,63,143,206,8
14383,2012-08-27,3,1,8,11,0,1,1,1,0.74,0.697,0.66,0.194,47,182,229,8
14384,2012-08-27,3,1,8,12,0,1,1,1,0.76,0.7121,0.62,0.0,69,214,283,8
14385,2012-08-27,3,1,8,13,0,1,1,1,0.76,0.7121,0.57,0.1642,77,211,288,8
14386,2012-08-27,3,1,8,14,0,1,1,1,0.8,0.7424,0.49,0.0896,66,180,246,8
14387,2012-08-27,3,1,8,15,0,1,1,1,0.8,0.7576,0.55,0.2985,77,205,282,8
14388,2012-08-27,3,1,8,16,0,1,1,1,0.8,0.7576,0.55,0.2537,77,367,444,8
14389,2012-08-27,3,1,8,17,0,1,1,1,0.8,0.7273,0.46,0.2239,101,744,845,8
14390,2012-08-27,3,1,8,18,0,1,1,1,0.78,0.7121,0.52,0.2537,83,751,834,8
14391,2012-08-27,3,1,8,19,0,1,1,1,0.74,0.697,0.7,0.2239,74,499,573,8
14392,2012-08-27,3,1,8,20,0,1,1,1,0.74,0.697,0.7,0.194,50,366,416,8
14393,2012-08-27,3,1,8,21,0,1,1,1,0.72,0.697,0.74,0.194,39,239,278,8
14394,2012-08-27,3,1,8,22,0,1,1,1,0.7,0.6667,0.84,0.194,30,131,161,8
14395,2012-08-27,3,1,8,23,0,1,1,1,0.7,0.6667,0.84,0.1642,35,79,114,8
14396,2012-08-28,3,1,8,0,0,2,1,1,0.7,0.6667,0.84,0.2537,9,29,38,8
14397,2012-08-28,3,1,8,1,0,2,1,1,0.68,0.6364,0.89,0.194,4,17,21,8
14398,2012-08-28,3,1,8,2,0,2,1,1,0.68,0.6364,0.83,0.2537,2,13,15,8
14399,2012-08-28,3,1,8,3,0,2,1,1,0.66,0.5909,0.89,0.1343,0,4,4,8
14400,2012-08-28,3,1,8,4,0,2,1,1,0.66,0.6061,0.83,0.1343,2,6,8,8
14401,2012-08-28,3,1,8,5,0,2,1,2,0.66,0.6061,0.83,0.0896,3,39,42,8
14402,2012-08-28,3,1,8,6,0,2,1,2,0.66,0.5909,0.89,0.1045,3,144,147,8
14403,2012-08-28,3,1,8,7,0,2,1,2,0.66,0.6061,0.83,0.1045,14,255,269,8
14404,2012-08-28,3,1,8,8,0,2,1,2,0.66,0.6212,0.85,0.1045,25,668,693,8
14405,2012-08-28,3,1,8,9,0,2,1,2,0.7,0.6667,0.79,0.1642,44,351,395,8
14406,2012-08-28,3,1,8,10,0,2,1,1,0.74,0.6818,0.62,0.2537,39,165,204,8
14407,2012-08-28,3,1,8,11,0,2,1,1,0.78,0.7273,0.55,0.2537,47,171,218,8
14408,2012-08-28,3,1,8,12,0,2,1,1,0.8,0.7424,0.49,0.2836,56,241,297,8
14409,2012-08-28,3,1,8,13,0,2,1,1,0.82,0.7424,0.43,0.2985,56,232,288,8
14410,2012-08-28,3,1,8,14,0,2,1,1,0.84,0.7424,0.38,0.3284,72,179,251,8
14411,2012-08-28,3,1,8,15,0,2,1,1,0.82,0.7273,0.34,0.2985,59,258,317,8
14412,2012-08-28,3,1,8,16,0,2,1,1,0.82,0.7121,0.33,0.3284,84,396,480,8
14413,2012-08-28,3,1,8,17,0,2,1,1,0.8,0.697,0.35,0.3881,90,774,864,8
14414,2012-08-28,3,1,8,18,0,2,1,1,0.78,0.697,0.4,0.2537,82,736,818,8
14415,2012-08-28,3,1,8,19,0,2,1,1,0.74,0.6667,0.45,0.1642,82,515,597,8
14416,2012-08-28,3,1,8,20,0,2,1,1,0.72,0.6667,0.48,0.1045,87,348,435,8
14417,2012-08-28,3,1,8,21,0,2,1,1,0.72,0.6667,0.48,0.0896,38,276,314,8
14418,2012-08-28,3,1,8,22,0,2,1,1,0.7,0.6515,0.54,0.0,20,196,216,8
14419,2012-08-28,3,1,8,23,0,2,1,1,0.68,0.6364,0.57,0.0,17,92,109,8
14420,2012-08-29,3,1,8,0,0,3,1,1,0.66,0.6212,0.69,0.0,8,39,47,8
14421,2012-08-29,3,1,8,1,0,3,1,1,0.64,0.6061,0.69,0.1343,2,12,14,8
14422,2012-08-29,3,1,8,2,0,3,1,1,0.62,0.5909,0.73,0.1343,2,4,6,8
14423,2012-08-29,3,1,8,3,0,3,1,1,0.62,0.5909,0.73,0.1045,0,9,9,8
14424,2012-08-29,3,1,8,4,0,3,1,1,0.6,0.5909,0.73,0.2239,2,8,10,8
14425,2012-08-29,3,1,8,5,0,3,1,1,0.6,0.5909,0.73,0.194,3,37,40,8
14426,2012-08-29,3,1,8,6,0,3,1,1,0.6,0.5909,0.73,0.194,6,175,181,8
14427,2012-08-29,3,1,8,7,0,3,1,1,0.64,0.6061,0.65,0.0896,23,531,554,8
14428,2012-08-29,3,1,8,8,0,3,1,1,0.66,0.6212,0.61,0.1642,28,780,808,8
14429,2012-08-29,3,1,8,9,0,3,1,1,0.7,0.6515,0.51,0.194,40,308,348,8
14430,2012-08-29,3,1,8,10,0,3,1,1,0.72,0.6667,0.48,0.1642,34,144,178,8
14431,2012-08-29,3,1,8,11,0,3,1,1,0.72,0.6515,0.45,0.0,67,186,253,8
14432,2012-08-29,3,1,8,12,0,3,1,1,0.76,0.6818,0.4,0.0,79,281,360,8
14433,2012-08-29,3,1,8,13,0,3,1,1,0.74,0.6667,0.42,0.0,68,232,300,8
14434,2012-08-29,3,1,8,14,0,3,1,1,0.76,0.6818,0.4,0.0896,87,214,301,8
14435,2012-08-29,3,1,8,15,0,3,1,1,0.76,0.6818,0.4,0.194,96,242,338,8
14436,2012-08-29,3,1,8,16,0,3,1,1,0.76,0.6667,0.37,0.1343,104,389,493,8
14437,2012-08-29,3,1,8,17,0,3,1,1,0.78,0.6818,0.35,0.2239,108,762,870,8
14438,2012-08-29,3,1,8,18,0,3,1,1,0.74,0.6667,0.42,0.1642,119,693,812,8
14439,2012-08-29,3,1,8,19,0,3,1,1,0.7,0.6515,0.54,0.194,120,523,643,8
14440,2012-08-29,3,1,8,20,0,3,1,1,0.68,0.6364,0.57,0.0,49,378,427,8
14441,2012-08-29,3,1,8,21,0,3,1,1,0.66,0.6212,0.54,0.1045,48,265,313,8
14442,2012-08-29,3,1,8,22,0,3,1,1,0.66,0.6212,0.54,0.0,50,185,235,8
14443,2012-08-29,3,1,8,23,0,3,1,1,0.66,0.6212,0.57,0.0,34,123,157,8
14444,2012-08-30,3,1,8,0,0,4,1,1,0.64,0.6061,0.69,0.0,14,51,65,8
14445,2012-08-30,3,1,8,1,0,4,1,1,0.64,0.6061,0.65,0.0,6,17,23,8
14446,2012-08-30,3,1,8,2,0,4,1,1,0.62,0.5909,0.73,0.0,3,14,17,8
14447,2012-08-30,3,1,8,3,0,4,1,1,0.62,0.5909,0.73,0.0,0,5,5,8
14448,2012-08-30,3,1,8,4,0,4,1,1,0.62,0.5909,0.73,0.0,4,4,8,8
14449,2012-08-30,3,1,8,5,0,4,1,1,0.62,0.5909,0.73,0.0,2,33,35,8
14450,2012-08-30,3,1,8,6,0,4,1,1,0.6,0.5606,0.83,0.1642,8,155,163,8
14451,2012-08-30,3,1,8,7,0,4,1,1,0.64,0.6061,0.73,0.0,31,501,532,8
14452,2012-08-30,3,1,8,8,0,4,1,1,0.66,0.6212,0.65,0.0,53,701,754,8
14453,2012-08-30,3,1,8,9,0,4,1,1,0.7,0.6515,0.58,0.0,57,339,396,8
14454,2012-08-30,3,1,8,10,0,4,1,1,0.72,0.6667,0.54,0.0,73,161,234,8
14455,2012-08-30,3,1,8,11,0,4,1,1,0.76,0.6818,0.4,0.0896,85,191,276,8
14456,2012-08-30,3,1,8,12,0,4,1,1,0.76,0.6818,0.45,0.1343,73,221,294,8
14457,2012-08-30,3,1,8,13,0,4,1,1,0.76,0.6818,0.48,0.1045,76,214,290,8
14458,2012-08-30,3,1,8,14,0,4,1,1,0.76,0.6818,0.48,0.1343,74,199,273,8
14459,2012-08-30,3,1,8,15,0,4,1,1,0.8,0.7273,0.46,0.1642,99,239,338,8
14460,2012-08-30,3,1,8,16,0,4,1,1,0.8,0.7273,0.43,0.1642,77,405,482,8
14461,2012-08-30,3,1,8,17,0,4,1,1,0.82,0.7273,0.34,0.2239,93,751,844,8
14462,2012-08-30,3,1,8,18,0,4,1,1,0.8,0.7121,0.38,0.1343,109,744,853,8
14463,2012-08-30,3,1,8,19,0,4,1,1,0.76,0.6818,0.48,0.1343,78,532,610,8
14464,2012-08-30,3,1,8,20,0,4,1,1,0.74,0.6818,0.58,0.1642,68,403,471,8
14465,2012-08-30,3,1,8,21,0,4,1,1,0.72,0.6818,0.66,0.1343,32,275,307,8
14466,2012-08-30,3,1,8,22,0,4,1,1,0.7,0.6515,0.7,0.0,38,253,291,8
14467,2012-08-30,3,1,8,23,0,4,1,1,0.7,0.6667,0.74,0.1045,19,133,152,8
14468,2012-08-31,3,1,8,0,0,5,1,1,0.68,0.6364,0.83,0.1642,13,69,82,8
14469,2012-08-31,3,1,8,1,0,5,1,1,0.68,0.6364,0.83,0.1642,8,24,32,8
14470,2012-08-31,3,1,8,2,0,5,1,1,0.66,0.5909,0.89,0.1343,9,11,20,8
14471,2012-08-31,3,1,8,3,0,5,1,1,0.66,0.5909,0.89,0.1045,3,2,5,8
14472,2012-08-31,3,1,8,4,0,5,1,1,0.64,0.5758,0.89,0.1343,0,7,7,8
14473,2012-08-31,3,1,8,5,0,5,1,1,0.64,0.5758,0.89,0.1642,2,27,29,8
14474,2012-08-31,3,1,8,6,0,5,1,2,0.64,0.5758,0.89,0.1642,7,101,108,8
14475,2012-08-31,3,1,8,7,0,5,1,2,0.64,0.5758,0.89,0.0896,21,400,421,8
14476,2012-08-31,3,1,8,8,0,5,1,2,0.7,0.6667,0.74,0.0,36,654,690,8
14477,2012-08-31,3,1,8,9,0,5,1,1,0.74,0.697,0.7,0.0,61,337,398,8
14478,2012-08-31,3,1,8,10,0,5,1,1,0.76,0.7121,0.62,0.0896,59,197,256,8
14479,2012-08-31,3,1,8,11,0,5,1,1,0.86,0.7424,0.28,0.2985,88,221,309,8
14480,2012-08-31,3,1,8,12,0,5,1,1,0.86,0.7424,0.26,0.2537,120,290,410,8
14481,2012-08-31,3,1,8,13,0,5,1,1,0.88,0.7576,0.27,0.3284,97,271,368,8
14482,2012-08-31,3,1,8,14,0,5,1,1,0.9,0.7727,0.25,0.2239,112,324,436,8
14483,2012-08-31,3,1,8,15,0,5,1,1,0.9,0.7879,0.27,0.2985,109,417,526,8
14484,2012-08-31,3,1,8,16,0,5,1,1,0.9,0.7879,0.27,0.2537,111,417,528,8
14485,2012-08-31,3,1,8,17,0,5,1,1,0.88,0.7727,0.32,0.1642,129,488,617,8
14486,2012-08-31,3,1,8,18,0,5,1,1,0.86,0.7576,0.36,0.2537,87,459,546,8
14487,2012-08-31,3,1,8,19,0,5,1,1,0.8,0.7424,0.49,0.1343,91,361,452,8
14488,2012-08-31,3,1,8,20,0,5,1,1,0.8,0.7424,0.49,0.1343,102,254,356,8
14489,2012-08-31,3,1,8,21,0,5,1,1,0.76,0.7121,0.58,0.194,71,232,303,8
14490,2012-08-31,3,1,8,22,0,5,1,1,0.76,0.7121,0.58,0.194,65,212,277,8
14491,2012-08-31,3,1,8,23,0,5,1,1,0.74,0.6818,0.62,0.1045,32,142,174,8
14492,2012-09-01,3,1,9,0,0,6,0,1,0.74,0.6818,0.62,0.1045,22,146,168,9
14493,2012-09-01,3,1,9,1,0,6,0,1,0.72,0.697,0.74,0.1343,11,68,79,9
14494,2012-09-01,3,1,9,2,0,6,0,1,0.7,0.6515,0.7,0.1642,8,61,69,9
14495,2012-09-01,3,1,9,3,0,6,0,1,0.7,0.6515,0.7,0.1045,6,29,35,9
14496,2012-09-01,3,1,9,4,0,6,0,1,0.7,0.6515,0.7,0.0,3,9,12,9
14497,2012-09-01,3,1,9,5,0,6,0,1,0.68,0.6364,0.79,0.0,2,20,22,9
14498,2012-09-01,3,1,9,6,0,6,0,1,0.68,0.6364,0.79,0.0,13,23,36,9
14499,2012-09-01,3,1,9,7,0,6,0,2,0.74,0.6818,0.58,0.1343,8,58,66,9
14500,2012-09-01,3,1,9,8,0,6,0,2,0.76,0.7121,0.58,0.2537,28,134,162,9
14501,2012-09-01,3,1,9,9,0,6,0,2,0.76,0.7121,0.58,0.194,62,175,237,9
14502,2012-09-01,3,1,9,10,0,6,0,2,0.78,0.7273,0.55,0.194,128,289,417,9
14503,2012-09-01,3,1,9,11,0,6,0,2,0.8,0.7576,0.55,0.2239,219,273,492,9
14504,2012-09-01,3,1,9,12,0,6,0,2,0.8,0.7576,0.55,0.1642,187,284,471,9
14505,2012-09-01,3,1,9,13,0,6,0,2,0.82,0.7727,0.52,0.0896,237,267,504,9
14506,2012-09-01,3,1,9,14,0,6,0,2,0.86,0.7879,0.44,0.1642,240,274,514,9
14507,2012-09-01,3,1,9,15,0,6,0,2,0.86,0.7879,0.44,0.2836,257,306,563,9
14508,2012-09-01,3,1,9,16,0,6,0,2,0.84,0.7879,0.49,0.1642,209,253,462,9
14509,2012-09-01,3,1,9,17,0,6,0,2,0.82,0.7727,0.52,0.0,205,258,463,9
14510,2012-09-01,3,1,9,18,0,6,0,2,0.82,0.7727,0.52,0.0,184,258,442,9
14511,2012-09-01,3,1,9,19,0,6,0,3,0.78,0.7424,0.62,0.0,157,235,392,9
14512,2012-09-01,3,1,9,20,0,6,0,3,0.76,0.7273,0.67,0.2537,67,140,207,9
14513,2012-09-01,3,1,9,21,0,6,0,3,0.64,0.5758,0.89,0.0,21,83,104,9
14514,2012-09-01,3,1,9,22,0,6,0,2,0.66,0.5909,0.89,0.0,21,57,78,9
14515,2012-09-01,3,1,9,23,0,6,0,1,0.66,0.5909,0.89,0.0896,57,88,145,9
14516,2012-09-02,3,1,9,0,0,0,0,2,0.66,0.5909,0.89,0.0896,27,72,99,9
14517,2012-09-02,3,1,9,1,0,0,0,1,0.66,0.5909,0.89,0.0,15,58,73,9
14518,2012-09-02,3,1,9,2,0,0,0,1,0.66,0.5909,0.89,0.0,28,56,84,9
14519,2012-09-02,3,1,9,3,0,0,0,1,0.66,0.5909,0.89,0.0896,9,33,42,9
14520,2012-09-02,3,1,9,4,0,0,0,1,0.66,0.5909,0.89,0.0,7,15,22,9
14521,2012-09-02,3,1,9,5,0,0,0,1,0.66,0.5909,0.89,0.0,2,10,12,9
14522,2012-09-02,3,1,9,6,0,0,0,2,0.66,0.5909,0.89,0.0,2,13,15,9
14523,2012-09-02,3,1,9,7,0,0,0,1,0.66,0.5909,0.94,0.0896,13,29,42,9
14524,2012-09-02,3,1,9,8,0,0,0,1,0.68,0.6364,0.89,0.0896,30,99,129,9
14525,2012-09-02,3,1,9,9,0,0,0,2,0.7,0.6667,0.84,0.0,88,144,232,9
14526,2012-09-02,3,1,9,10,0,0,0,2,0.72,0.697,0.79,0.0,158,230,388,9
14527,2012-09-02,3,1,9,11,0,0,0,2,0.74,0.697,0.7,0.0,226,263,489,9
14528,2012-09-02,3,1,9,12,0,0,0,3,0.74,0.697,0.7,0.0,248,297,545,9
14529,2012-09-02,3,1,9,13,0,0,0,3,0.72,0.697,0.74,0.0896,263,230,493,9
14530,2012-09-02,3,1,9,14,0,0,0,3,0.72,0.697,0.79,0.0896,249,208,457,9
14531,2012-09-02,3,1,9,15,0,0,0,3,0.74,0.7121,0.74,0.1343,179,176,355,9
14532,2012-09-02,3,1,9,16,0,0,0,1,0.74,0.697,0.7,0.0,222,252,474,9
14533,2012-09-02,3,1,9,17,0,0,0,1,0.76,0.7273,0.66,0.0896,219,284,503,9
14534,2012-09-02,3,1,9,18,0,0,0,1,0.74,0.7121,0.74,0.0,227,273,500,9
14535,2012-09-02,3,1,9,19,0,0,0,2,0.7,0.6667,0.84,0.2239,140,152,292,9
14536,2012-09-02,3,1,9,20,0,0,0,2,0.7,0.6667,0.84,0.1642,63,41,104,9
14537,2012-09-02,3,1,9,21,0,0,0,1,0.7,0.6515,0.7,0.1642,79,92,171,9
14538,2012-09-02,3,1,9,22,0,0,0,3,0.68,0.6364,0.83,0.1343,66,100,166,9
14539,2012-09-02,3,1,9,23,0,0,0,3,0.66,0.5909,0.89,0.0896,53,70,123,9
14540,2012-09-03,3,1,9,0,1,1,0,2,0.66,0.5909,0.94,0.0,42,62,104,9
14541,2012-09-03,3,1,9,1,1,1,0,2,0.68,0.6364,0.89,0.1642,18,37,55,9
14542,2012-09-03,3,1,9,2,1,1,0,1,0.66,0.5909,0.89,0.1045,10,30,40,9
14543,2012-09-03,3,1,9,3,1,1,0,1,0.66,0.5909,0.89,0.1343,6,22,28,9
14544,2012-09-03,3,1,9,4,1,1,0,1,0.66,0.5909,0.89,0.0896,6,5,11,9
14545,2012-09-03,3,1,9,5,1,1,0,1,0.66,0.5909,0.89,0.0,1,3,4,9
14546,2012-09-03,3,1,9,6,1,1,0,1,0.66,0.5909,0.94,0.0,3,12,15,9
14547,2012-09-03,3,1,9,7,1,1,0,1,0.68,0.6364,0.85,0.0,6,37,43,9
14548,2012-09-03,3,1,9,8,1,1,0,2,0.7,0.6667,0.84,0.1045,36,91,127,9
14549,2012-09-03,3,1,9,9,1,1,0,2,0.7,0.6667,0.84,0.1343,71,158,229,9
14550,2012-09-03,3,1,9,10,1,1,0,2,0.74,0.7121,0.74,0.2239,135,224,359,9
14551,2012-09-03,3,1,9,11,1,1,0,2,0.74,0.697,0.7,0.2836,187,272,459,9
14552,2012-09-03,3,1,9,12,1,1,0,2,0.76,0.7121,0.62,0.2985,191,352,543,9
14553,2012-09-03,3,1,9,13,1,1,0,2,0.76,0.7273,0.66,0.2537,209,357,566,9
14554,2012-09-03,3,1,9,14,1,1,0,1,0.74,0.697,0.7,0.2985,163,349,512,9
14555,2012-09-03,3,1,9,15,1,1,0,1,0.74,0.697,0.7,0.2239,168,281,449,9
14556,2012-09-03,3,1,9,16,1,1,0,1,0.74,0.697,0.7,0.2239,165,335,500,9
14557,2012-09-03,3,1,9,17,1,1,0,1,0.74,0.697,0.7,0.1343,181,317,498,9
14558,2012-09-03,3,1,9,18,1,1,0,1,0.74,0.697,0.66,0.1642,145,337,482,9
14559,2012-09-03,3,1,9,19,1,1,0,1,0.72,0.697,0.74,0.194,73,301,374,9
14560,2012-09-03,3,1,9,20,1,1,0,1,0.72,0.6818,0.76,0.1045,78,183,261,9
14561,2012-09-03,3,1,9,21,1,1,0,1,0.72,0.6818,0.76,0.1045,42,142,184,9
14562,2012-09-03,3,1,9,22,1,1,0,2,0.7,0.6667,0.84,0.1343,17,104,121,9
14563,2012-09-03,3,1,9,23,1,1,0,2,0.7,0.6667,0.84,0.2537,12,58,70,9
14564,2012-09-04,3,1,9,0,0,2,1,2,0.7,0.6667,0.84,0.2537,10,19,29,9
14565,2012-09-04,3,1,9,1,0,2,1,1,0.68,0.6364,0.82,0.1343,15,9,24,9
14566,2012-09-04,3,1,9,2,0,2,1,1,0.68,0.6364,0.82,0.1343,1,4,5,9
14567,2012-09-04,3,1,9,3,0,2,1,2,0.66,0.5909,0.89,0.0896,1,9,10,9
14568,2012-09-04,3,1,9,4,0,2,1,2,0.66,0.5909,0.89,0.0,0,8,8,9
14569,2012-09-04,3,1,9,5,0,2,1,2,0.66,0.5909,0.89,0.0,1,37,38,9
14570,2012-09-04,3,1,9,6,0,2,1,2,0.68,0.6364,0.89,0.1045,7,165,172,9
14571,2012-09-04,3,1,9,7,0,2,1,2,0.68,0.6364,0.89,0.1045,13,480,493,9
14572,2012-09-04,3,1,9,8,0,2,1,1,0.7,0.6667,0.84,0.1642,15,617,632,9
14573,2012-09-04,3,1,9,9,0,2,1,2,0.72,0.697,0.79,0.2239,30,293,323,9
14574,2012-09-04,3,1,9,10,0,2,1,2,0.72,0.697,0.74,0.2537,42,130,172,9
14575,2012-09-04,3,1,9,11,0,2,1,2,0.74,0.697,0.7,0.2836,39,159,198,9
14576,2012-09-04,3,1,9,12,0,2,1,1,0.76,0.7273,0.7,0.2836,54,233,287,9
14577,2012-09-04,3,1,9,13,0,2,1,1,0.8,0.7576,0.55,0.4478,72,203,275,9
14578,2012-09-04,3,1,9,14,0,2,1,1,0.8,0.7576,0.55,0.4179,72,202,274,9
14579,2012-09-04,3,1,9,15,0,2,1,1,0.8,0.7727,0.59,0.4627,68,224,292,9
14580,2012-09-04,3,1,9,16,0,2,1,1,0.76,0.7273,0.7,0.4179,61,397,458,9
14581,2012-09-04,3,1,9,17,0,2,1,1,0.76,0.7273,0.7,0.3582,110,746,856,9
14582,2012-09-04,3,1,9,18,0,2,1,1,0.76,0.7424,0.75,0.2239,94,745,839,9
14583,2012-09-04,3,1,9,19,0,2,1,1,0.76,0.7273,0.7,0.2239,50,502,552,9
14584,2012-09-04,3,1,9,20,0,2,1,1,0.74,0.697,0.7,0.2537,47,338,385,9
14585,2012-09-04,3,1,9,21,0,2,1,1,0.74,0.7121,0.74,0.2537,28,240,268,9
14586,2012-09-04,3,1,9,22,0,2,1,1,0.74,0.697,0.7,0.2836,25,154,179,9
14587,2012-09-04,3,1,9,23,0,2,1,1,0.72,0.697,0.74,0.2985,12,83,95,9
14588,2012-09-05,3,1,9,0,0,3,1,1,0.72,0.697,0.74,0.2537,10,27,37,9
14589,2012-09-05,3,1,9,1,0,3,1,1,0.7,0.6667,0.84,0.194,2,11,13,9
14590,2012-09-05,3,1,9,2,0,3,1,1,0.7,0.6667,0.84,0.194,0,9,9,9
14591,2012-09-05,3,1,9,3,0,3,1,1,0.7,0.6667,0.79,0.2836,0,4,4,9
14592,2012-09-05,3,1,9,4,0,3,1,1,0.7,0.6667,0.79,0.2836,2,3,5,9
14593,2012-09-05,3,1,9,5,0,3,1,2,0.7,0.6667,0.79,0.2985,1,39,40,9
14594,2012-09-05,3,1,9,6,0,3,1,1,0.7,0.6667,0.79,0.2836,7,203,210,9
14595,2012-09-05,3,1,9,7,0,3,1,2,0.7,0.6667,0.79,0.2537,11,489,500,9
14596,2012-09-05,3,1,9,8,0,3,1,1,0.72,0.697,0.74,0.194,33,692,725,9
14597,2012-09-05,3,1,9,9,0,3,1,1,0.74,0.697,0.7,0.2537,27,263,290,9
14598,2012-09-05,3,1,9,10,0,3,1,2,0.76,0.7273,0.7,0.1642,54,181,235,9
14599,2012-09-05,3,1,9,11,0,3,1,2,0.78,0.7424,0.62,0.1642,61,156,217,9
14600,2012-09-05,3,1,9,12,0,3,1,1,0.78,0.7727,0.7,0.1045,49,217,266,9
14601,2012-09-05,3,1,9,13,0,3,1,1,0.8,0.7879,0.63,0.1642,50,184,234,9
14602,2012-09-05,3,1,9,14,0,3,1,1,0.82,0.7879,0.56,0.1045,34,177,211,9
14603,2012-09-05,3,1,9,15,0,3,1,1,0.78,0.7727,0.7,0.194,41,204,245,9
14604,2012-09-05,3,1,9,16,0,3,1,1,0.76,0.7273,0.7,0.2537,86,344,430,9
14605,2012-09-05,3,1,9,17,0,3,1,1,0.76,0.7273,0.66,0.2537,83,780,863,9
14606,2012-09-05,3,1,9,18,0,3,1,1,0.76,0.7424,0.75,0.194,82,757,839,9
14607,2012-09-05,3,1,9,19,0,3,1,1,0.74,0.697,0.7,0.1642,64,598,662,9
14608,2012-09-05,3,1,9,20,0,3,1,1,0.72,0.7121,0.84,0.1642,55,357,412,9
14609,2012-09-05,3,1,9,21,0,3,1,1,0.72,0.697,0.79,0.0,18,278,296,9
14610,2012-09-05,3,1,9,22,0,3,1,1,0.72,0.697,0.79,0.0,38,181,219,9
14611,2012-09-05,3,1,9,23,0,3,1,1,0.7,0.6667,0.84,0.0896,24,126,150,9
14612,2012-09-06,3,1,9,0,0,4,1,2,0.7,0.6667,0.84,0.0896,30,35,65,9
14613,2012-09-06,3,1,9,1,0,4,1,2,0.7,0.6667,0.84,0.0,2,16,18,9
14614,2012-09-06,3,1,9,2,0,4,1,1,0.72,0.697,0.79,0.0,1,7,8,9
14615,2012-09-06,3,1,9,3,0,4,1,1,0.7,0.6667,0.84,0.1045,0,9,9,9
14616,2012-09-06,3,1,9,4,0,4,1,2,0.7,0.6667,0.84,0.0896,0,8,8,9
14617,2012-09-06,3,1,9,5,0,4,1,2,0.7,0.6667,0.84,0.194,3,35,38,9
14618,2012-09-06,3,1,9,6,0,4,1,2,0.7,0.6667,0.84,0.0896,11,189,200,9
14619,2012-09-06,3,1,9,7,0,4,1,2,0.7,0.6667,0.84,0.1045,21,461,482,9
14620,2012-09-06,3,1,9,8,0,4,1,3,0.7,0.6667,0.79,0.0,24,622,646,9
14621,2012-09-06,3,1,9,9,0,4,1,3,0.66,0.5909,0.94,0.1343,8,115,123,9
14622,2012-09-06,3,1,9,10,0,4,1,3,0.66,0.5909,0.94,0.1343,9,40,49,9
14623,2012-09-06,3,1,9,11,0,4,1,3,0.7,0.6667,0.84,0.1642,10,52,62,9
14624,2012-09-06,3,1,9,12,0,4,1,2,0.72,0.697,0.79,0.2239,11,126,137,9
14625,2012-09-06,3,1,9,13,0,4,1,2,0.72,0.697,0.79,0.1045,39,152,191,9
14626,2012-09-06,3,1,9,14,0,4,1,1,0.74,0.7121,0.74,0.0896,38,178,216,9
14627,2012-09-06,3,1,9,15,0,4,1,1,0.74,0.697,0.66,0.194,42,228,270,9
14628,2012-09-06,3,1,9,16,0,4,1,1,0.74,0.697,0.7,0.2239,42,374,416,9
14629,2012-09-06,3,1,9,17,0,4,1,1,0.74,0.697,0.7,0.2537,67,741,808,9
